"idlowongan","namalowongan","deskripsi_loker","kategorilokasi","gaji_awal","gaji_akhir","status_loker","kuota","idkategori_loker","kategori_loker"
"55","Manajer Penjualan","<h4><strong>Tugas &amp; Tanggung Jawab</strong></h4><ul><li>Menyusun dan menjalankan strategi penjualan untuk mencapai target perusahaan</li><li>Memimpin, mengelola, dan mengembangkan tim sales</li><li>Menentukan target penjualan (revenue, volume, market share)</li><li>Melakukan monitoring dan evaluasi performa tim sales</li><li>Mengembangkan pasar baru serta menjaga hubungan dengan klien existing</li><li>Melakukan analisa pasar, kompetitor, dan tren industri</li><li>Berkoordinasi dengan tim marketing dan operasional untuk mendukung penjualan</li><li>Menyusun laporan penjualan dan forecasting secara berkala</li><li>Mengelola pipeline dan memastikan closing deal berjalan optimal</li><li>Memberikan training dan coaching kepada tim sales</li></ul><h4>&nbsp;</h4><h4><strong>Kualifikasi</strong></h4><ul><li>Pendidikan minimal S1 (diutamakan jurusan Manajemen, Marketing, atau terkait)</li><li>Pengalaman minimal 3–5 tahun di bidang sales, dengan pengalaman memimpin tim</li><li>Memiliki kemampuan leadership dan komunikasi yang baik</li><li>Berorientasi pada target dan hasil</li><li>Mampu melakukan analisa pasar dan strategi penjualan</li><li>Memiliki jaringan relasi yang luas menjadi nilai tambah</li><li>Mampu bekerja di bawah tekanan dan target</li><li>Memiliki kemampuan negosiasi dan closing yang baik</li></ul>","Dalam Negeri","5000000","15000000","1","5","72","Office Manager"
"56","Penjualan","<h4><strong>Tugas &amp; Tanggung Jawab</strong></h4><ul><li>Mencari dan mengembangkan pelanggan baru</li><li>Menjaga hubungan baik dengan pelanggan existing</li><li>Menawarkan produk/layanan kepada calon pelanggan</li><li>Melakukan negosiasi dan closing penjualan</li><li>Menangani dokumen penjualan seperti penawaran dan kontrak</li><li>Mencapai target penjualan yang telah ditentukan</li><li>Membuat laporan aktivitas dan hasil penjualan</li><li>Berkoordinasi dengan tim internal terkait proses penjualan</li></ul><h4><strong>Kualifikasi</strong></h4><ul><li>Memiliki kemampuan komunikasi yang sangat baik</li><li>Memiliki kepribadian ramah dan profesional</li><li>Mahir menggunakan komputer (Microsoft Office dan tools pendukung)</li><li>Mampu menangani dokumen umum seperti kontrak</li><li>Memiliki kemampuan negosiasi yang baik</li><li>Berorientasi pada target dan hasil</li><li>Mampu bekerja secara individu maupun tim</li><li>Pengalaman di bidang sales menjadi nilai tambah</li></ul>","Dalam Negeri",,,"1","5","21","Sales / Account Executive"
"57","Agen Penjualan","<h4><strong>Tugas &amp; Tanggung Jawab</strong></h4><ul><li>Mencari dan mengembangkan pelanggan baru (prospecting)</li><li>Menjalin dan menjaga hubungan baik dengan pelanggan existing</li><li>Melakukan presentasi dan penawaran produk/layanan kepada klien</li><li>Melakukan negosiasi harga dan closing penjualan</li><li>Mengelola pipeline penjualan dan follow-up prospek secara berkala</li><li>Menangani dokumen penjualan seperti quotation, invoice, dan kontrak</li><li>Mencapai target penjualan yang telah ditentukan</li><li>Membuat laporan aktivitas dan hasil penjualan</li><li>Mengumpulkan informasi pasar dan feedback pelanggan</li></ul><h4><strong>Kualifikasi</strong></h4><ul><li>Pendidikan minimal SMA/SMK/D3/S1</li><li>Memiliki kemampuan komunikasi dan presentasi yang sangat baik</li><li>Berkepribadian ramah, percaya diri, dan profesional</li><li>Mahir menggunakan komputer (Microsoft Office dan tools pendukung)</li><li>Mampu menangani dokumen administrasi penjualan (quotation, kontrak, dll.)</li><li>Memiliki kemampuan negosiasi dan closing yang baik</li><li>Berorientasi pada target dan hasil</li><li>Mampu bekerja secara individu maupun tim</li><li>Memiliki pengalaman di bidang sales menjadi nilai tambah</li></ul>","Dalam Negeri","6000000","15000000","1","10","65","Retail Sales Associate"
"58","Admin Marketing / Staf Administrasi Pemasaran","<h4><strong>Tugas &amp; Tanggung Jawab</strong></h4><ul><li>Mendukung aktivitas tim marketing dalam pelaksanaan campaign dan promosi</li><li>Mengelola administrasi marketing (data pelanggan, laporan, dokumen, dll.)</li><li>Membantu pembuatan materi promosi (proposal, presentasi, banner sederhana)</li><li>Menginput dan mengelola data campaign serta hasil aktivitas marketing</li><li>Berkoordinasi dengan tim sales dan tim lain terkait kebutuhan marketing</li><li>Membantu monitoring performa campaign dan menyusun laporan</li><li>Mengatur jadwal kegiatan marketing (event, promo, dll.)</li><li>Menangani komunikasi dasar dengan klien atau partner (jika diperlukan)</li><li>Mengarsipkan dokumen marketing secara rapi dan sistematis</li></ul><h4>&nbsp;</h4><h4><strong>Kualifikasi</strong></h4><ul><li>Pendidikan minimal SMA/SMK/D3/S1 (diutamakan jurusan Marketing, Manajemen, atau terkait)</li><li>Mampu mengoperasikan Microsoft Office (terutama Excel &amp; PowerPoint)</li><li>Memiliki kemampuan administrasi dan pengolahan data yang baik</li><li>Teliti, rapi, dan memiliki kemampuan organisasi yang baik</li><li>Memiliki komunikasi yang baik dan mampu bekerja dalam tim</li><li>Kreatif dan memiliki minat di bidang marketing menjadi nilai tambah</li><li>Mampu bekerja dengan deadline dan multitasking</li><li>Pengalaman di bidang marketing/admin menjadi nilai tambah</li></ul>","Dalam Negeri","4000000","6000000","1","3","71","Administrative Staff"
"59","Host Live Streamer","<h4><strong>Tugas &amp; Tanggung Jawab</strong></h4><ul><li>Membawakan sesi live streaming secara aktif dan interaktif di platform seperti TikTok, Shopee, Instagram, dan marketplace lainnya</li><li>Menyampaikan dan mempresentasikan produk/layanan secara menarik, informatif, dan persuasif</li><li>Membangun engagement dengan audiens melalui interaksi langsung (membaca komentar, menjawab pertanyaan, dll.)</li><li>Meningkatkan jumlah viewers, followers, dan konversi penjualan selama live streaming</li><li>Menyiapkan konsep live (flow, script, tema promo, dan rundown acara)</li><li>Berkolaborasi dengan tim marketing, content, dan sales terkait campaign dan target penjualan</li><li>Memastikan kesiapan teknis live streaming (lighting, audio, koneksi internet, display produk)</li><li>Melakukan evaluasi performa live (viewers, engagement, GMV, conversion rate)</li><li>Mengikuti tren live commerce dan mengembangkan ide kreatif untuk meningkatkan performa</li><li>Menjaga citra brand melalui komunikasi yang profesional, ramah, dan sesuai dengan identitas perusahaan</li></ul><h4><strong>Kualifikasi</strong></h4><ul><li>Perempuan, usia 17–29 tahun</li><li>Berpenampilan menarik dan percaya diri di depan kamera</li><li>Memiliki kemampuan komunikasi yang baik dan interaktif</li><li>Mampu berbahasa Inggris dasar (basic English)</li><li>Ekspresif, energik, dan nyaman tampil di depan publik</li><li>Memiliki ketertarikan di bidang live streaming atau content creation menjadi nilai tambah</li></ul>","Dalam Negeri","4000000","25000000","1","1","21","Sales / Account Executive"
"60","Customer Service","<h4><strong>Tugas &amp; Tanggung Jawab</strong></h4><ul><li>Melakukan audit dan verifikasi data merchant secara akurat</li><li>Memeriksa kelengkapan dan kejelasan logo merchant</li><li>Memastikan alamat merchant lengkap (kecamatan, kabupaten/kota, jalan, dan detail lainnya)</li><li>Memverifikasi kategori usaha serta informasi kontak merchant</li><li>Memastikan kelengkapan foto merchant dan informasi pendukung (termasuk link Google Business)</li><li>Menginput dan mengelola data menggunakan Excel secara rapi dan akurat</li><li>Memperbarui data merchant sesuai hasil verifikasi (sesuai/tidak sesuai)</li><li>Mendukung proses audit untuk memastikan seluruh data valid, asli, dan sesuai standar perusahaan.</li></ul><h4>&nbsp;</h4><h4><strong>Kualifikasi</strong></h4><ul><li>Diutamakan perempuan</li><li>Pendidikan minimal SMA/SMK atau sederajat</li><li>Teliti, detail-oriented, dan memiliki kemampuan administrasi yang baik</li><li>Mampu mengoperasikan Microsoft Excel dengan baik</li><li>Memiliki kemampuan analisa sederhana dan ketelitian tinggi</li><li>Disiplin, bertanggung jawab, dan mampu bekerja dalam tim</li><li>Memiliki komunikasi yang baik.</li></ul>","Dalam Negeri","4000000","5800000","1","5","83","Customer Service / Call Center"
"61","Tim Pemasaran","<h4>Tugas &amp; Tanggung Jawab</h4><ul><li>Menawarkan dan menjual produk IndiHome (internet, TV kabel, telepon rumah) kepada pelanggan</li><li>Melakukan canvassing / penjualan langsung ke area yang telah ditentukan</li><li>Mencari dan mengembangkan pelanggan baru</li><li>Menjelaskan produk dan promo kepada calon pelanggan</li><li>Membantu proses pendaftaran dan aktivasi pelanggan baru</li><li>Menjaga hubungan baik dengan pelanggan</li><li>Mencapai target penjualan yang telah ditentukan perusahaan</li><li>Membuat laporan aktivitas penjualan harian</li></ul><h4><strong>Kualifikasi</strong></h4><ul><li>Pendidikan minimal SMA/SMK atau sederajat</li><li>Memiliki kemampuan komunikasi yang baik</li><li>Berpenampilan rapi dan percaya diri</li><li>Berorientasi pada target dan hasil</li><li>Mampu bekerja di lapangan (mobile/canvassing)</li><li>Memiliki kendaraan pribadi dan SIM menjadi nilai tambah</li><li>Pengalaman di bidang sales menjadi nilai tambah</li></ul>","Dalam Negeri",,,"1","50","21","Sales / Account Executive"
"62","Asisten Kepala Produksi","<h4><strong>Tugas &amp; Tanggung Jawab</strong></h4><ul><li>Membantu Direktur/Kepala Produksi dalam menjalankan operasional departemen produksi</li><li>Mengawasi jalannya proses produksi agar sesuai dengan target dan standar kualitas</li><li>Membantu perencanaan jadwal produksi dan memastikan pelaksanaannya berjalan lancar</li><li>Berkoordinasi dengan tim produksi, QC, dan departemen terkait</li><li>Memantau penggunaan bahan baku dan efisiensi produksi</li><li>Membantu menyelesaikan kendala operasional di lapangan</li><li>Menyusun laporan produksi secara berkala</li><li>Memastikan penerapan prosedur K3 (Keselamatan dan Kesehatan Kerja)</li></ul><h4>&nbsp;</h4><h4><strong>Kualifikasi</strong></h4><ul><li>Pendidikan minimal D3/S1 (diutamakan Teknik Industri / Teknik Mesin atau terkait)</li><li>Memiliki pengalaman di bidang produksi/manufaktur menjadi nilai tambah</li><li>Memiliki kemampuan leadership dan koordinasi yang baik</li><li>Mampu bekerja di bawah tekanan dan target produksi</li><li>Teliti, disiplin, dan bertanggung jawab</li><li>Mampu mengoperasikan Microsoft Office</li><li>Memiliki kemampuan komunikasi yang baik</li></ul>","Dalam Negeri","8000000","10000000","1","4","79","Production Operator / Assembly"
"63","HR Supervisor","<h4>Tugas &amp; Tanggung Jawab</h4><ul><li>Melakukan supervisi terhadap seluruh aktivitas dan dinamika di departemen HR</li><li>Mengawasi proses rekrutmen, onboarding, dan pengelolaan karyawan</li><li>Mengelola administrasi HR (absensi, kontrak, payroll, dan data karyawan)</li><li>Memastikan kepatuhan terhadap peraturan ketenagakerjaan yang berlaku</li><li>Mengembangkan dan mengimplementasikan kebijakan serta SOP HR</li><li>Menangani hubungan industrial dan permasalahan karyawan</li><li>Melakukan evaluasi kinerja karyawan dan mendukung program pengembangan SDM</li><li>Menyusun laporan HR secara berkala kepada manajemen</li><li>Berkoordinasi dengan departemen lain terkait kebutuhan SDM</li></ul><h4>&nbsp;</h4><h4><strong>Kualifikasi</strong></h4><ul><li>Pendidikan minimal S1 (diutamakan Psikologi, Manajemen SDM, atau terkait)</li><li>Memiliki pengalaman minimal 2–4 tahun di bidang HR (pengalaman sebagai Supervisor menjadi nilai tambah)</li><li>Memahami proses HR secara menyeluruh (rekrutmen, payroll, hubungan industrial, dll.)</li><li>Memiliki kemampuan leadership dan komunikasi yang baik</li><li>Teliti, tegas, dan mampu mengambil keputusan</li><li>Mampu mengoperasikan Microsoft Office</li><li><strong>Mampu berbahasa Mandarin menjadi nilai tambah</strong></li></ul>","Dalam Negeri","6000000","7000000","1","3","68","Recruiter / Talent Acquisition"
"64","Staff GA","<h4><strong>Tugas &amp; Tanggung Jawab</strong></h4><ul><li>Menangani administrasi dalam departemen GA</li><li>Mengelola data dan dokumen terkait fasilitas serta aset perusahaan</li><li>Mengatur kebutuhan operasional kantor (ATK, perlengkapan, dll.)</li><li>Mendukung pengelolaan fasilitas kantor dan perawatan aset</li><li>Berkoordinasi dengan vendor terkait kebutuhan operasional (kebersihan, keamanan, maintenance, dll.)</li><li>Membantu pengadaan barang dan jasa sesuai kebutuhan perusahaan</li><li>Mengarsipkan dokumen secara rapi dan sistematis</li><li>Menyusun laporan administrasi GA secara berkala</li></ul><h4><strong>Kualifikasi</strong></h4><ul><li>Pendidikan minimal D3/S1 semua jurusan</li><li>Memiliki pengalaman di bidang administrasi/GA menjadi nilai tambah</li><li>Mampu mengoperasikan Microsoft Office (terutama Excel &amp; Word)</li><li>Teliti, rapi, dan memiliki kemampuan administrasi yang baik</li><li>Mampu bekerja secara individu maupun tim</li><li>Memiliki komunikasi dan koordinasi yang baik</li><li>Disiplin, bertanggung jawab, dan memiliki inisiatif tinggi</li></ul>","Dalam Negeri","4000000","5000000","1","1","71","Administrative Staff"
"65","General Affair SPV","<h4><strong>Tugas &amp; Tanggung Jawab</strong></h4><ul><li>Melakukan supervisi terhadap seluruh aktivitas dan dinamika di departemen GA</li><li>Mengelola operasional fasilitas kantor (gedung, kendaraan, utilitas, dan aset perusahaan)</li><li>Mengawasi pengadaan barang dan jasa serta memastikan efisiensi biaya</li><li>Mengelola hubungan dengan vendor (kebersihan, keamanan, maintenance, dll.)</li><li>Memastikan lingkungan kerja aman, nyaman, dan sesuai standar perusahaan</li><li>Mengontrol dan memonitor perawatan aset serta fasilitas perusahaan</li><li>Mengelola administrasi dan inventaris aset perusahaan</li><li>Menyusun dan mengimplementasikan SOP terkait General Affairs</li><li>Mengawasi tim GA dan memastikan pekerjaan berjalan sesuai target</li><li>Menyusun laporan aktivitas GA secara berkala kepada manajemen</li></ul><h4>&nbsp;</h4><h4><strong>Kualifikasi</strong></h4><ul><li>Pendidikan minimal D3/S1 semua jurusan</li><li>Memiliki pengalaman minimal 2–3 tahun di bidang GA (pengalaman sebagai Supervisor menjadi nilai tambah)</li><li>Memiliki kemampuan leadership dan koordinasi yang baik</li><li>Memahami pengelolaan fasilitas, aset, dan vendor management</li><li>Mampu melakukan pengadaan barang/jasa dan negosiasi vendor</li><li>Mampu mengoperasikan Microsoft Office</li><li>Teliti, disiplin, dan bertanggung jawab</li><li>Mampu bekerja di bawah tekanan dan multitasking</li></ul>","Dalam Negeri","6000000","7000000","1","4","67","HR Generalist / Manager"
"66","Akunting Staf","<h4><strong>Tugas &amp; Tanggung Jawab</strong></h4><ul><li>Menangani seluruh aktivitas yang berkaitan dengan keuangan perusahaan</li><li>Mencatat transaksi keuangan (jurnal, buku besar) secara akurat</li><li>Menyusun laporan keuangan (neraca, laba rugi, arus kas)</li><li>Melakukan rekonsiliasi bank secara berkala</li><li>Mengelola administrasi keuangan dan pengarsipan dokumen</li><li>Mengoperasikan software akuntansi (Accurate) untuk pencatatan dan pelaporan</li><li>Menghitung dan melaporkan pajak perusahaan sesuai ketentuan (PPN, PPh, dll.)</li><li>Memastikan seluruh proses keuangan berjalan sesuai standar akuntansi</li><li>Berkoordinasi dengan tim terkait dalam proses pelaporan keuangan</li></ul><h4><strong>Kualifikasi</strong></h4><ul><li>Pendidikan minimal D3/S1 Akuntansi atau bidang terkait</li><li>Memiliki pengalaman di bidang accounting menjadi nilai tambah</li><li>Menguasai penggunaan software Accurate</li><li>Memahami perpajakan (PPN, PPh, dll.)</li><li>Memahami alur pelaporan keuangan dan rekonsiliasi bank</li><li>Teliti, detail, dan memiliki kemampuan analisa yang baik</li><li>Jujur, bertanggung jawab, dan memiliki integritas tinggi</li><li>Mampu bekerja secara individu maupun tim</li></ul>","Dalam Negeri","4000000","5000000","1","2","15","Accounting"
"67","Finance & Accounting Manager (Mandarin Speaker)","<h4><strong>Tugas &amp; Tanggung Jawab</strong></h4><ul><li>Bertanggung jawab atas seluruh aktivitas dan dinamika di departemen Finance &amp; Accounting</li><li>Mengelola dan mengawasi laporan keuangan (neraca, laba rugi, arus kas)</li><li>Mengontrol arus kas (cash flow) dan memastikan kesehatan finansial perusahaan</li><li>Mengawasi proses akuntansi, pembukuan, dan kepatuhan terhadap standar (PSAK)</li><li>Mengelola perpajakan perusahaan (PPN, PPh, dll.) serta memastikan kepatuhan regulasi</li><li>Melakukan analisis keuangan untuk mendukung pengambilan keputusan manajemen</li><li>Berkoordinasi dengan auditor internal dan eksternal</li><li>Mengembangkan sistem, prosedur, dan kontrol internal keuangan</li><li>Memimpin dan mengembangkan tim Finance &amp; Accounting</li><li>Berkomunikasi dengan pihak internal/eksternal menggunakan Bahasa Mandarin terkait kebutuhan bisnis</li></ul><h4>&nbsp;</h4><h4><strong>Kualifikasi</strong></h4><ul><li>Pendidikan minimal S1 Akuntansi / Keuangan / bidang terkait</li><li>Memiliki pengalaman minimal 5 tahun di bidang Finance &amp; Accounting (pengalaman managerial diutamakan)</li><li>Memahami akuntansi, laporan keuangan, dan perpajakan secara menyeluruh</li><li>Memiliki kemampuan leadership dan manajerial yang kuat</li><li>Mampu melakukan analisa keuangan dan pengambilan keputusan strategis</li><li><strong>Mampu berbahasa Mandarin secara aktif (lisan &amp; tulisan)</strong></li><li>Mahir menggunakan software akuntansi dan Microsoft Office</li><li>Teliti, bertanggung jawab, dan memiliki integritas tinggi</li></ul>","Dalam Negeri","15000000","16000000","1","1","16","Finance / Treasury"
"68","Export Import Staff (Mandarin Speaker)","<h4><strong>Tugas &amp; Tanggung Jawab</strong></h4><ul><li>Menangani seluruh proses ekspor dan impor barang</li><li>Mengelola dokumen ekspor-impor (PIB, PEB, invoice, packing list, BL, dll.)</li><li>Berkoordinasi dengan customer, supplier, forwarder, dan pihak terkait</li><li>Memastikan kelengkapan dan keakuratan dokumen sesuai regulasi</li><li>Memantau proses pengiriman (shipment) hingga barang diterima</li><li>Mengurus perizinan dan kepatuhan terhadap regulasi kepabeanan</li><li>Mengelola komunikasi bisnis menggunakan Bahasa Mandarin</li><li>Menyusun laporan aktivitas ekspor-impor secara berkala</li></ul><h4>&nbsp;</h4><h4><strong>Kualifikasi</strong></h4><ul><li>Pendidikan minimal D3/S1 (diutamakan Logistik, Manajemen, atau terkait)</li><li>Memiliki pengalaman di bidang export-import menjadi nilai tambah</li><li>Memahami alur dan dokumen ekspor-impor serta regulasi kepabeanan</li><li><strong>Mampu berbahasa Mandarin secara aktif (lisan &amp; tulisan)</strong></li><li>Memiliki kemampuan komunikasi dan koordinasi yang baik</li><li>Teliti, detail, dan mampu bekerja dengan deadline</li><li>Mampu mengoperasikan Microsoft Office</li></ul>","Dalam Negeri","7000000","8000000","1","2","73","Logistics / Supply Chain Manager"
"69","Penjualan","<h4><strong>Tugas &amp; Tanggung Jawab</strong></h4><p><strong>1. Customer Development &amp; Sales Target</strong></p><ul><li>Mengembangkan pelanggan baru dan mengkonversi prospek menjadi klien</li><li>Mencapai target penjualan (mingguan/bulanan) sesuai dengan target perusahaan</li></ul><p><strong>2. Payment Collection &amp; Account Management</strong></p><ul><li>Melakukan follow-up pembayaran dan memastikan penagihan berjalan tepat waktu</li><li>Memantau status pembayaran serta mengontrol piutang pelanggan</li><li>Mengidentifikasi risiko pembayaran dan berkoordinasi dengan tim finance</li></ul><p><strong>3. Reporting &amp; Monitoring</strong></p><ul><li>Menyusun laporan penjualan secara mingguan</li><li>Memantau progres penjualan, penagihan, dan perkembangan pelanggan</li><li>Memberikan insight pasar serta rencana kerja untuk periode berikutnya</li></ul><h4><strong>Kualifikasi</strong></h4><ul><li>Memiliki kemampuan komunikasi yang sangat baik dan kepribadian ramah</li><li>Mahir menggunakan komputer (Microsoft Office dan tools pendukung)</li><li>Mampu menangani dokumen administrasi penjualan seperti kontrak</li><li>Memiliki ketahanan kerja (resilience) dan berorientasi kuat pada target</li><li>Memiliki pemahaman dasar keuangan, khususnya terkait proses penagihan/piutang</li><li>Mampu memastikan closing penjualan hingga proses pembayaran selesai</li><li>Memiliki kemampuan negosiasi yang baik, termasuk dalam kondisi kompleks</li><li>Mampu menjaga hubungan baik dengan pelanggan dalam jangka panjang</li><li>Disiplin, tegas, dan memiliki integritas tinggi</li></ul>","Dalam Negeri",,,"1","5","21","Sales / Account Executive"
"70","Chinese Translator (Mandarin – Indonesian)","<h4><strong>Tugas &amp; Tanggung Jawab</strong></h4><ul><li>Melakukan penerjemahan lisan dan tulisan antara Bahasa Mandarin dan Bahasa Indonesia</li><li>Menerjemahkan dokumen seperti email, laporan, SOP, dan instruksi kerja</li><li>Menjadi penghubung komunikasi antara tim lokal dan tenaga kerja asing</li><li>Membantu koordinasi pekerjaan melalui penerjemahan yang akurat</li><li>Mendampingi meeting atau aktivitas operasional yang membutuhkan penerjemahan</li><li>Memastikan pesan tersampaikan dengan jelas dan tidak terjadi miskomunikasi</li><li>Menjaga kerahasiaan informasi perusahaan dalam proses penerjemahan</li><li>Membuat laporan atau catatan hasil terjemahan jika diperlukan</li></ul><h4>&nbsp;</h4><h4><strong>Kualifikasi</strong></h4><ul><li>Mampu berbahasa Mandarin dan Bahasa Indonesia secara aktif (lisan &amp; tulisan)</li><li>Memiliki kemampuan komunikasi yang baik dan jelas</li><li>Teliti dan mampu menerjemahkan secara akurat</li><li>Mampu bekerja dalam tim maupun individu</li><li>Bersedia mendukung kegiatan operasional harian</li><li>Pengalaman sebagai translator/interpreter menjadi nilai tambah</li></ul>","Dalam Negeri","8000000","15000000","1","2","35","Translator / Interpreter"
